customer,External ID,license number,order_date,orderID,customer_po,start_ship_date,bill_street,bill_street2,bill_city,bill_state,bill_postcode,bill_country,ship_street,ship_street2,ship_city,ship_state,ship_postcode,ship_country,phone,fax,email,contact,rep,cancel_date,ship_method,notes,sku,brand,product_line,Qty (Units),Qty (Cases),product,sale_price,is_sample,customer_external_id,payment_terms,payment_methods,original_sale_price,source,manual,externalOrderID,original_unit_price,status,line_item_total,strain,strain_classification,category,service_zone,unit_price,paid,paid_date,paid_approver,custom_menu_price,production_batch_number,created_by,buyer_paid,delivered_date,sub_category,unit_of_measure,base_units_per_unit,Facility
Rose Budz PDX,0004322128,050-10168108EB5,2022-06-16 12:29 PM,fe34ca6a,,2022-07-01,2410 N Mississippi Ave,,Portland,OR,97227,United States of America,2410 N Mississippi Ave,,Portland,OR,97227,United States of America,,,sitkadelivers@gmail.com,Josh Koenigsberg,Josh Koenigsberg,,Delivery 10a-12p,,DISCO-IPR-SAT-BRCBNR/DSLMST-39995-05192022,Sitka Northwest,Disco Dabs - Crumble Infused Prerolls,2.0000,0.1,Bruce Banner / Diesel Mist Infused PreRoll (1g),$0.00,True,,Net 30 (Payment due 30 days after invoice date),Cash,,leaflink,True,0004322128,$140.00,Fulfilled,$0.00,Bruce Banner,Sativa,Pre-Rolls,,$0.00,False,,,,,Josh Koenigsberg,False,,Infused,Unit,1 Unit,Warehouse 01
Rose Budz PDX,0004322128,050-10168108EB5,2022-06-16 12:29 PM,fe34ca6a,,2022-07-01,2410 N Mississippi Ave,,Portland,OR,97227,United States of America,2410 N Mississippi Ave,,Portland,OR,97227,United States of America,,,sitkadelivers@gmail.com,Josh Koenigsberg,Josh Koenigsberg,,Delivery 10a-12p,,DISCO-IPR-SAT-GRLABRRIES/PNAPLOG-39994-05192022,Sitka Northwest,Disco Dabs - Crumble Infused Prerolls,2.0000,0.1,Gorilla Berries / Pineapple OG Infused PreRoll (1g),$0.00,True,,Net 30 (Payment due 30 days after invoice date),Cash,,leaflink,True,0004322128,$140.00,Fulfilled,$0.00,"Gorilla Berries, Pineapple OG",Sativa,Pre-Rolls,,$0.00,False,,,,,Josh Koenigsberg,False,,Infused,Unit,1 Unit,Warehouse 01
Rose Budz PDX,0004322128,050-10168108EB5,2022-06-16 12:29 PM,fe34ca6a,,2022-07-01,2410 N Mississippi Ave,,Portland,OR,97227,United States of America,2410 N Mississippi Ave,,Portland,OR,97227,United States of America,,,sitkadelivers@gmail.com,Josh Koenigsberg,Josh Koenigsberg,,Delivery 10a-12p,,DISCO-LR-SAT-TRPICNACOOKIES-39989-05262022,Sitka Northwest,Disco Dabs - Shatter | 1 gram,20.0000,2,Tropicana Cookies Live Resin,$0.00,False,,Net 30 (Payment due 30 days after invoice date),Cash,,leaflink,True,0004322128,$110.00,Fulfilled,$220.00,Tropicana Cookies,Sativa,Concentrates,,$110.00,False,,,,,Josh Koenigsberg,False,,Live Resin,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-B-IND-PNUTBTRCOOKIES-39488-04132022,Sitka Northwest,Disco Dabs - Badder / Sauce / Wax,10.0000,1,Peanut Butter Cookies Badder,$80.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$90.00,Fulfilled,$80.00,Peanut Butter Cookies,Indica,Concentrates,TILLAMOOK,$90.00,False,,,,,Nathan Goldberg,False,,Badder,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-C-HYB-WTRMLNDRGN-39250-04222022,Sitka Northwest,Disco Dabs - Crumble / Honeycomb,10.0000,1,Watermelon Dragon Crumble,$80.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$90.00,Fulfilled,$80.00,Watermelon Dragon,Hybrid,Concentrates,TILLAMOOK,$90.00,False,,,,,Nathan Goldberg,False,,Crumble,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LRC-SAT-BAY11-39875-060222,Sitka Northwest,Disco Dabs - Pure Live Resin Cartridges,10.0000,1,Bay 11 Live Resin Cartridge,$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$150.00,Fulfilled,$150.00,Bay 11,Sativa,Cartridges,TILLAMOOK,$150.00,False,,,,,Nathan Goldberg,False,,510 Thread,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LRC-IND-MTNTBRTH-39561-04202022,Sitka Northwest,Disco Dabs - Pure Live Resin Cartridges,10.0000,1,Mutant Breath Live Resin Cartridge,$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$150.00,Fulfilled,$150.00,Mutant Breath,Indica,Cartridges,TILLAMOOK,$150.00,False,,,,,Nathan Goldberg,False,,510 Thread,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LRC-HYB-BLUBRRYCHMCKE-39921-060222,Sitka Northwest,Disco Dabs - Pure Live Resin Cartridges,10.0000,1,Blueberry Chem Cake Live Resin Cartridge,$125.00,False,,COD (Collect On Delivery),Cash,$125.00,leaflink,True,0004314835,$150.00,Fulfilled,$125.00,,Hybrid,Cartridges,TILLAMOOK,$150.00,False,,,,,Nathan Goldberg,False,,510 Thread,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LR-HYB-PACGRNMAC-39629-04132022,Sitka Northwest,Disco Dabs - Live Resin | 1 gram,10.0000,1,Pacific Green Mac Live Resin,$70.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$110.00,Fulfilled,$70.00,Pacific Green Mac,Hybrid,Concentrates,TILLAMOOK,$110.00,False,,,,,Nathan Goldberg,False,,Live Resin,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LRC-SAT-BAY11-39875-060222,Sitka Northwest,Disco Dabs - Pure Live Resin Cartridges,1.0000,0.1,Bay 11 Live Resin Cartridge,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$150.00,Fulfilled,$0.00,Bay 11,Sativa,Cartridges,TILLAMOOK,$0.00,False,,,,,Nathan Goldberg,False,,510 Thread,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LRC-HYB-BLUBRRYCHMCKE-39921-060222,Sitka Northwest,Disco Dabs - Pure Live Resin Cartridges,1.0000,0.1,Blueberry Chem Cake Live Resin Cartridge,$0.00,True,,COD (Collect On Delivery),Cash,$125.00,leaflink,True,0004314835,$150.00,Fulfilled,$0.00,,Hybrid,Cartridges,TILLAMOOK,$0.00,False,,,,,Nathan Goldberg,False,,510 Thread,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-B-IND-PNUTBTRCOOKIES-39488-04132022,Sitka Northwest,Disco Dabs - Badder / Sauce / Wax,1.0000,0.1,Peanut Butter Cookies Badder,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$90.00,Fulfilled,$0.00,Peanut Butter Cookies,Indica,Concentrates,TILLAMOOK,$0.00,False,,,,,Nathan Goldberg,False,,Badder,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-LR-HYB-PACGRNMAC-39629-04132022,Sitka Northwest,Disco Dabs - Live Resin | 1 gram,1.0000,0.1,Pacific Green Mac Live Resin,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$110.00,Fulfilled,$0.00,Pacific Green Mac,Hybrid,Concentrates,TILLAMOOK,$0.00,False,,,,,Nathan Goldberg,False,,Live Resin,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-C-HYB-WTRMLNDRGN-39250-04222022,Sitka Northwest,Disco Dabs - Crumble / Honeycomb,1.0000,0.1,Watermelon Dragon Crumble,$0.00,True,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$90.00,Fulfilled,$0.00,Watermelon Dragon,Hybrid,Concentrates,TILLAMOOK,$0.00,False,,,,,Nathan Goldberg,False,,Crumble,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-ACCS-BAT-GRN-220516,Sitka Northwest,Disco Dabs - Accessories,20.0000,1,Variable Voltage Cart Battery - Green,$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$120.00,Fulfilled,$120.00,,–,Accessories,TILLAMOOK,$120.00,False,,,,,Nathan Goldberg,False,,Batteries,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-ACCS-BAT-PRPL-220516,Sitka Northwest,Disco Dabs - Accessories,20.0000,1,Variable Voltage Cart Battery - Purple,$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$120.00,Fulfilled,$120.00,,–,Accessories,TILLAMOOK,$120.00,False,,,,,Nathan Goldberg,False,,Batteries,Unit,1 Unit,Warehouse 01
West-Rockaway,0004314835,050-1004602AE08,2022-06-23 03:40 PM,34c8e39b,,2022-07-01,480 US-101,,Rockaway Beach,OR,97136,United States of America,480 US-101,,Rockaway Beach,OR,97136,United States of America,,,Nathan@sitkanw.com,Nathan Goldberg,Nathan Goldberg,,"Venza/Blue
Nathan
Pick up 8am delivery at 4pm",,DISCO-ACCS-BAT-RED-220516,Sitka Northwest,Disco Dabs - Accessories,20.0000,1,Variable Voltage Cart Battery - Red,$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004314835,$120.00,Fulfilled,$120.00,,–,Accessories,TILLAMOOK,$120.00,False,,,,,Nathan Goldberg,False,,Batteries,Unit,1 Unit,Warehouse 01
BudMart,0004327232,050-10067366FA8,2022-06-26 03:42 PM,ba7fe384,,2022-07-01,97900 Shopping Center Ave #37,,Brookings,OR,97415,United States of America,97900 Shopping Center Ave #37,,Brookings,OR,97415,United States of America,,,Shane@sitkanw.com,Shane Wyman,Shane Wyman,,,,DISCO-IPR-HYB-ALNET/SKNKDWG-40172-062422,Sitka Northwest,Disco Dabs - Crumble Infused Prerolls,60.0000,3,Alien ET / Skunk Dawg Infused PreRoll (1g),$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004327232,$140.00,Fulfilled,$360.00,"Alien ET, Skunk Dawg",Hybrid,Pre-Rolls,CURRY,$120.00,False,,,,,Shane Wyman,False,,Infused,Unit,1 Unit,Warehouse 01
BudMart,0004327232,050-10067366FA8,2022-06-26 03:42 PM,ba7fe384,,2022-07-01,97900 Shopping Center Ave #37,,Brookings,OR,97415,United States of America,97900 Shopping Center Ave #37,,Brookings,OR,97415,United States of America,,,Shane@sitkanw.com,Shane Wyman,Shane Wyman,,,,DISCO-IPR-SAT-BRCBNR/HZE-40171-062422,Sitka Northwest,Disco Dabs - Crumble Infused Prerolls,60.0000,3,Bruce Banner / Haze Infused PreRoll (1g),$0.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004327232,$140.00,Fulfilled,$360.00,"Bruce Banner, Haze",Sativa,Pre-Rolls,CURRY,$120.00,False,,,,,Shane Wyman,False,,Infused,Unit,1 Unit,Warehouse 01
Emerald Triangle - Klamath Falls: 2226,0004325815,050-1012488B7F2,2022-06-27 10:44 AM,53e88f6e,,2022-07-01,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,,,rushc865@gmail.com,Courtney Rush,Courtney Rush,,,,DISCO-SH-SAT-GLDNPNAPPL-39987-061722,Sitka Northwest,Disco Dabs - Shatter | 1 gram,80.0000,4,Golden Pineapple Disco Dabs Shatter,$100.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004325815,$120.00,Complete,$400.00,Golden Pineapple,Sativa,Concentrates,,$120.00,False,,,,,Courtney Rush,False,,Shatter,Unit,1 Unit,Warehouse 01
Emerald Triangle - Klamath Falls: 2226,0004325815,050-1012488B7F2,2022-06-27 10:44 AM,53e88f6e,,2022-07-01,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,,,rushc865@gmail.com,Courtney Rush,Courtney Rush,,,,DISCO-SH-SAT-JCKRPPR-40052-062422,Sitka Northwest,Disco Dabs - Shatter | 1 gram,60.0000,3,Jack the Ripper Disco Dabs Shatter,$100.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004325815,$120.00,Complete,$300.00,Jack the Ripper,Sativa,Concentrates,,$120.00,False,,,,,Courtney Rush,False,,Shatter,Unit,1 Unit,Warehouse 01
Emerald Triangle - Klamath Falls: 2226,0004325815,050-1012488B7F2,2022-06-27 10:44 AM,53e88f6e,,2022-07-01,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,,,rushc865@gmail.com,Courtney Rush,Courtney Rush,,,,DISCO-SH-SAT-MAUINO2-39986-061022,Sitka Northwest,Disco Dabs - Shatter | 1 gram,80.0000,4,Maui #2 Disco Dabs Shatter,$100.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004325815,$120.00,Complete,$400.00,Maui #2,Sativa,Concentrates,,$120.00,False,,,,,Courtney Rush,False,,Shatter,Unit,1 Unit,Warehouse 01
Emerald Triangle - Klamath Falls: 2226,0004325815,050-1012488B7F2,2022-06-27 10:44 AM,53e88f6e,,2022-07-01,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,,,rushc865@gmail.com,Courtney Rush,Courtney Rush,,,,DISCO-SH-HYB-CHRRYCHEM-39940-062422,Sitka Northwest,Disco Dabs - Shatter | 1 gram,60.0000,3,Cherry Chem Disco Dabs Shatter,$100.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004325815,$120.00,Complete,$300.00,Cherry Chem,Hybrid,Concentrates,,$120.00,False,,,,,Courtney Rush,False,,Shatter,Unit,1 Unit,Warehouse 01
Emerald Triangle - Klamath Falls: 2226,0004325815,050-1012488B7F2,2022-06-27 10:44 AM,53e88f6e,,2022-07-01,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,,,rushc865@gmail.com,Courtney Rush,Courtney Rush,,,,DISCO-SH-HYB-OREMAC-39378-04292022,Sitka Northwest,Disco Dabs - Shatter | 1 gram,60.0000,3,Oregon Mac Disco Dabs Shatter,$100.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004325815,$120.00,Complete,$300.00,Oregon Mac,Hybrid,Concentrates,,$120.00,False,,,,,Courtney Rush,False,,Shatter,Unit,1 Unit,Warehouse 01
Emerald Triangle - Klamath Falls: 2226,0004325815,050-1012488B7F2,2022-06-27 10:44 AM,53e88f6e,,2022-07-01,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,2226 Washburn Way,,Klamath Falls,OR,97603,United States of America,,,rushc865@gmail.com,Courtney Rush,Courtney Rush,,,,DISCO-SH-HYB-LMNDSL-39553-05252022,Sitka Northwest,Disco Dabs - Shatter | 1 gram,60.0000,3,Lemon Diesel Disco Dabs Shatter,$100.00,False,,COD (Collect On Delivery),Cash,,leaflink,True,0004325815,$120.00,Complete,$300.00,Lemon Diesel,Hybrid,Concentrates,,$120.00,False,,,,,Courtney Rush,False,,Shatter,Unit,1 Unit,Warehouse 01
